qid,country,wave,q101CLEAN,q102CLEAN,q709CLEAN,a1,rID
944,palestine,1,very bad,almost the same as the current situation,oppose,NA,958
726,palestine,1,very bad,almost the same as the current situation,oppose,NA,959
1047,palestine,1,very bad,almost the same as the current situation,accept,NA,960
1056,palestine,1,very bad,almost the same as the current situation,accept,NA,961
952,palestine,1,very bad,almost the same as the current situation,oppose,NA,962
415,palestine,1,very bad,almost the same as the current situation,accept,NA,963
1215,palestine,1,very bad,almost the same as the current situation,oppose,NA,964
939,palestine,1,very bad,almost the same as the current situation,oppose,NA,965
956,palestine,1,very bad,almost the same as the current situation,oppose,NA,966
250,palestine,1,very bad,almost the same as the current situation,oppose,NA,967
428,palestine,1,very bad,almost the same as the current situation,oppose,NA,968
444,palestine,1,very bad,almost the same as the current situation,oppose,NA,969
1119,palestine,1,very bad,almost the same as the current situation,oppose,NA,970
1143,palestine,1,very bad,almost the same as the current situation,oppose,NA,971
1107,palestine,1,very bad,somewhat worse,oppose,NA,972
114,palestine,1,very bad,somewhat worse,oppose,NA,973
1145,palestine,1,very bad,somewhat worse,oppose,NA,974
420,palestine,1,very bad,somewhat worse,oppose,NA,975
793,palestine,1,very bad,somewhat worse,NA,NA,976
1088,palestine,1,very bad,somewhat worse,oppose,NA,977
632,palestine,1,very bad,somewhat worse,oppose,NA,978
34,palestine,1,very bad,somewhat worse,oppose,NA,979
566,palestine,1,very bad,somewhat worse,oppose,NA,980
286,palestine,1,very bad,somewhat worse,accept,NA,981
233,palestine,1,very bad,somewhat worse,accept,NA,982
700,palestine,1,very bad,somewhat worse,accept,NA,983
318,palestine,1,very bad,somewhat worse,accept,NA,984
1203,palestine,1,very bad,somewhat worse,oppose,NA,985
723,palestine,1,very bad,somewhat worse,oppose,NA,986
1150,palestine,1,very bad,somewhat worse,accept,NA,987
245,palestine,1,very bad,somewhat worse,oppose,NA,988
574,palestine,1,very bad,somewhat worse,accept,NA,989
733,palestine,1,very bad,somewhat worse,accept,NA,990
173,palestine,1,very bad,somewhat worse,oppose,NA,991
705,palestine,1,very bad,somewhat worse,oppose,NA,992
244,palestine,1,very bad,somewhat worse,oppose,NA,993
1191,palestine,1,very bad,somewhat worse,accept,NA,994
474,palestine,1,very bad,somewhat worse,oppose,NA,995
119,palestine,1,very bad,somewhat worse,oppose,NA,996
274,palestine,1,very bad,somewhat worse,accept,NA,997
378,palestine,1,very bad,somewhat worse,oppose,NA,998
509,palestine,1,very bad,somewhat worse,oppose,NA,999
360,palestine,1,very bad,somewhat worse,oppose,NA,1000
492,palestine,1,very bad,somewhat worse,NA,NA,1001
150,palestine,1,very bad,somewhat worse,oppose,NA,1002
569,palestine,1,very bad,somewhat worse,oppose,NA,1003
502,palestine,1,very bad,somewhat worse,oppose,NA,1004
683,palestine,1,very bad,somewhat worse,oppose,NA,1005
243,palestine,1,very bad,somewhat worse,accept,NA,1006
129,palestine,1,very bad,somewhat worse,oppose,NA,1007
22,palestine,1,very bad,somewhat worse,accept,NA,1008
1175,palestine,1,very bad,somewhat worse,oppose,NA,1009
828,palestine,1,very bad,somewhat worse,oppose,NA,1010
681,palestine,1,very bad,somewhat worse,oppose,NA,1011
785,palestine,1,very bad,somewhat worse,accept,NA,1012
843,palestine,1,very bad,somewhat worse,oppose,NA,1013
262,palestine,1,very bad,somewhat worse,oppose,NA,1014
372,palestine,1,very bad,somewhat worse,oppose,NA,1015
311,palestine,1,very bad,somewhat worse,NA,NA,1016
281,palestine,1,very bad,somewhat worse,oppose,NA,1017
1010,palestine,1,very bad,somewhat worse,oppose,NA,1018
737,palestine,1,very bad,somewhat worse,oppose,NA,1019
275,palestine,1,very bad,somewhat worse,oppose,NA,1020
321,palestine,1,very bad,somewhat worse,oppose,NA,1021
516,palestine,1,very bad,somewhat worse,oppose,NA,1022
425,palestine,1,very bad,somewhat worse,oppose,NA,1023
164,palestine,1,very bad,somewhat worse,oppose,NA,1024
819,palestine,1,very bad,somewhat worse,oppose,NA,1025
706,palestine,1,very bad,somewhat worse,oppose,NA,1026
142,palestine,1,very bad,somewhat worse,oppose,NA,1027
345,palestine,1,very bad,somewhat worse,oppose,NA,1028
256,palestine,1,very bad,somewhat worse,accept,NA,1029
601,palestine,1,very bad,somewhat worse,oppose,NA,1030
1092,palestine,1,very bad,somewhat worse,oppose,NA,1031
864,palestine,1,very bad,somewhat worse,oppose,NA,1032
1086,palestine,1,very bad,somewhat worse,oppose,NA,1033
1204,palestine,1,very bad,somewhat worse,oppose,NA,1034
811,palestine,1,very bad,somewhat worse,oppose,NA,1035
268,palestine,1,very bad,somewhat worse,oppose,NA,1036
1146,palestine,1,very bad,somewhat worse,accept,NA,1037
357,palestine,1,very bad,somewhat worse,oppose,NA,1038
12,palestine,1,very bad,somewhat worse,oppose,NA,1039
463,palestine,1,very bad,somewhat worse,oppose,NA,1040
1013,palestine,1,very bad,somewhat worse,oppose,NA,1041
1103,palestine,1,very bad,somewhat worse,accept,NA,1042
1027,palestine,1,very bad,somewhat worse,oppose,NA,1043
347,palestine,1,very bad,somewhat worse,oppose,NA,1044
289,palestine,1,very bad,somewhat worse,accept,NA,1045
1247,palestine,1,very bad,somewhat worse,oppose,NA,1046
168,palestine,1,very bad,somewhat worse,accept,NA,1047
1224,palestine,1,very bad,somewhat worse,oppose,NA,1048
605,palestine,1,very bad,somewhat worse,accept,NA,1049
354,palestine,1,very bad,somewhat worse,oppose,NA,1050
125,palestine,1,very bad,somewhat worse,oppose,NA,1051
852,palestine,1,very bad,somewhat worse,oppose,NA,1052
990,palestine,1,very bad,somewhat worse,oppose,NA,1053
941,palestine,1,very bad,somewhat worse,accept,NA,1054
483,palestine,1,very bad,somewhat worse,oppose,NA,1055
782,palestine,1,very bad,somewhat worse,oppose,NA,1056
445,palestine,1,very bad,somewhat worse,accept,NA,1057
775,palestine,1,very bad,somewhat worse,oppose,NA,1058
521,palestine,1,very bad,somewhat worse,accept,NA,1059
208,palestine,1,very bad,somewhat worse,accept,NA,1060
270,palestine,1,very bad,somewhat worse,oppose,NA,1061
888,palestine,1,very bad,somewhat worse,oppose,NA,1062
451,palestine,1,very bad,somewhat worse,accept,NA,1063
812,palestine,1,very bad,somewhat worse,oppose,NA,1064
1125,palestine,1,very bad,somewhat worse,oppose,NA,1065
827,palestine,1,very bad,somewhat worse,oppose,NA,1066
1063,palestine,1,very bad,somewhat worse,oppose,NA,1067
1159,palestine,1,very bad,somewhat worse,oppose,NA,1068
898,palestine,1,very bad,somewhat worse,oppose,NA,1069
1144,palestine,1,very bad,somewhat worse,oppose,NA,1070
20,palestine,1,very bad,somewhat worse,oppose,NA,1071
374,palestine,1,very bad,somewhat worse,oppose,NA,1072
666,palestine,1,very bad,somewhat worse,oppose,NA,1073
872,palestine,1,very bad,somewhat worse,oppose,NA,1074
15,palestine,1,very bad,somewhat worse,oppose,NA,1075
981,palestine,1,very bad,somewhat worse,NA,NA,1076
1241,palestine,1,very bad,somewhat worse,accept,NA,1077
947,palestine,1,very bad,somewhat worse,accept,NA,1078
703,palestine,1,very bad,somewhat worse,oppose,NA,1079
48,palestine,1,very bad,somewhat worse,oppose,NA,1080
1114,palestine,1,very bad,somewhat worse,oppose,NA,1081
8,palestine,1,very bad,somewhat worse,oppose,NA,1082
481,palestine,1,very bad,somewhat worse,NA,NA,1083
335,palestine,1,very bad,somewhat worse,oppose,NA,1084
158,palestine,1,very bad,somewhat worse,oppose,NA,1085
4,palestine,1,very bad,somewhat worse,oppose,NA,1086
266,palestine,1,very bad,somewhat worse,NA,NA,1087
40,palestine,1,very bad,somewhat worse,oppose,NA,1088
857,palestine,1,very bad,somewhat worse,oppose,NA,1089
69,palestine,1,very bad,somewhat worse,oppose,NA,1090
846,palestine,1,very bad,somewhat worse,accept,NA,1091
75,palestine,1,very bad,somewhat worse,accept,NA,1092
1227,palestine,1,very bad,much worse,oppose,NA,1093
248,palestine,1,very bad,much worse,oppose,NA,1094
550,palestine,1,very bad,much worse,oppose,NA,1095
1093,palestine,1,very bad,much worse,NA,NA,1096
1228,palestine,1,very bad,much worse,NA,NA,1097
575,palestine,1,very bad,much worse,oppose,NA,1098
395,palestine,1,very bad,much worse,accept,NA,1099
23,palestine,1,very bad,much worse,oppose,NA,1100
191,palestine,1,very bad,much worse,oppose,NA,1101
92,palestine,1,very bad,much worse,oppose,NA,1102
174,palestine,1,very bad,much worse,oppose,NA,1103
53,palestine,1,very bad,much worse,oppose,NA,1104
436,palestine,1,very bad,much worse,accept,NA,1105
376,palestine,1,very bad,much worse,oppose,NA,1106
571,palestine,1,very bad,much worse,oppose,NA,1107
455,palestine,1,very bad,much worse,accept,NA,1108
490,palestine,1,very bad,much worse,accept,NA,1109
1021,palestine,1,very bad,much worse,oppose,NA,1110
1269,palestine,1,very bad,much worse,oppose,NA,1111
1070,palestine,1,very bad,much worse,accept,NA,1112
538,palestine,1,very bad,much worse,oppose,NA,1113
322,palestine,1,very bad,much worse,oppose,NA,1114
522,palestine,1,very bad,much worse,oppose,NA,1115
1138,palestine,1,very bad,much worse,oppose,NA,1116
393,palestine,1,very bad,much worse,oppose,NA,1117
60,palestine,1,very bad,much worse,accept,NA,1118
487,palestine,1,very bad,much worse,oppose,NA,1119
453,palestine,1,very bad,much worse,oppose,NA,1120
188,palestine,1,very bad,much worse,NA,NA,1121
542,palestine,1,very bad,much worse,oppose,NA,1122
50,palestine,1,very bad,much worse,oppose,NA,1123
734,palestine,1,very bad,much worse,oppose,NA,1124
594,palestine,1,very bad,much worse,oppose,NA,1125
766,palestine,1,very bad,much worse,oppose,NA,1126
65,palestine,1,very bad,much worse,accept,NA,1127
327,palestine,1,very bad,much worse,accept,NA,1128
702,palestine,1,very bad,much worse,oppose,NA,1129
1031,palestine,1,very bad,much worse,accept,NA,1130
546,palestine,1,very bad,much worse,oppose,NA,1131
83,palestine,1,very bad,much worse,oppose,NA,1132
547,palestine,1,very bad,much worse,oppose,NA,1133
962,palestine,1,very bad,much worse,accept,NA,1134
777,palestine,1,very bad,much worse,accept,NA,1135
1170,palestine,1,very bad,much worse,oppose,NA,1136
479,palestine,1,very bad,much worse,accept,NA,1137
821,palestine,1,very bad,much worse,NA,NA,1138
486,palestine,1,very bad,much worse,accept,NA,1139
221,palestine,1,very bad,much worse,oppose,NA,1140
199,palestine,1,very bad,much worse,accept,NA,1141
330,palestine,1,very bad,much worse,oppose,NA,1142
478,palestine,1,very bad,much worse,oppose,NA,1143
727,palestine,1,very bad,much worse,oppose,NA,1144
177,palestine,1,very bad,much worse,NA,NA,1145
11,palestine,1,very bad,much worse,oppose,NA,1146
181,palestine,1,very bad,much worse,accept,NA,1147
111,palestine,1,very bad,much worse,accept,NA,1148
913,palestine,1,very bad,much worse,accept,NA,1149
565,palestine,1,very bad,much worse,accept,NA,1150
794,palestine,1,very bad,much worse,accept,NA,1151
966,palestine,1,very bad,much worse,oppose,NA,1152
662,palestine,1,very bad,much worse,accept,NA,1153
732,palestine,1,very bad,much worse,oppose,NA,1154
151,palestine,1,very bad,much worse,oppose,NA,1155
184,palestine,1,very bad,much worse,accept,NA,1156
77,palestine,1,very bad,much worse,oppose,NA,1157
120,palestine,1,very bad,much worse,oppose,NA,1158
1265,palestine,1,very bad,much worse,oppose,NA,1159
954,palestine,1,very bad,much worse,oppose,NA,1160
1155,palestine,1,very bad,much worse,oppose,NA,1161
103,palestine,1,very bad,much worse,oppose,NA,1162
530,palestine,1,very bad,much worse,oppose,NA,1163
1152,palestine,1,very bad,much worse,oppose,NA,1164
524,palestine,1,very bad,much worse,oppose,NA,1165
272,palestine,1,very bad,much worse,accept,NA,1166
609,palestine,1,very bad,much worse,accept,NA,1167
368,palestine,1,very bad,much worse,oppose,NA,1168
296,palestine,1,very bad,much worse,accept,NA,1169
202,palestine,1,very bad,much worse,oppose,NA,1170
1111,palestine,1,very bad,much worse,oppose,NA,1171
124,palestine,1,very bad,much worse,accept,NA,1172
908,palestine,1,very bad,much worse,oppose,NA,1173
498,palestine,1,very bad,much worse,oppose,NA,1174
258,palestine,1,very bad,much worse,oppose,NA,1175
657,palestine,1,very bad,much worse,oppose,NA,1176
1168,palestine,1,very bad,much worse,oppose,NA,1177
660,palestine,1,very bad,much worse,oppose,NA,1178
63,palestine,1,very bad,much worse,oppose,NA,1179
1023,palestine,1,very bad,much worse,oppose,NA,1180
528,palestine,1,very bad,much worse,accept,NA,1181
938,palestine,1,very bad,much worse,oppose,NA,1182
783,palestine,1,very bad,much worse,accept,NA,1183
670,palestine,1,very bad,much worse,accept,NA,1184
1091,palestine,1,very bad,much worse,oppose,NA,1185
180,palestine,1,very bad,much worse,oppose,NA,1186
1037,palestine,1,very bad,much worse,oppose,NA,1187
649,palestine,1,very bad,much worse,oppose,NA,1188
91,palestine,1,very bad,much worse,accept,NA,1189
724,palestine,1,very bad,much worse,oppose,NA,1190
820,palestine,1,very bad,much worse,oppose,NA,1191
224,palestine,1,very bad,much worse,oppose,NA,1192
433,palestine,1,very bad,much worse,oppose,NA,1193
537,palestine,1,very bad,much worse,oppose,NA,1194
370,palestine,1,very bad,much worse,accept,NA,1195
156,palestine,1,very bad,much worse,oppose,NA,1196
175,palestine,1,very bad,much worse,oppose,NA,1197
491,palestine,1,very bad,much worse,oppose,NA,1198
525,palestine,1,very bad,much worse,oppose,NA,1199
960,palestine,1,very bad,much worse,oppose,NA,1200
668,palestine,1,very bad,much worse,oppose,NA,1201
42,palestine,1,very bad,much worse,oppose,NA,1202
1222,palestine,1,very bad,much worse,oppose,NA,1203
1160,palestine,1,very bad,much worse,oppose,NA,1204
465,palestine,1,very bad,much worse,oppose,NA,1205
780,palestine,1,very bad,much worse,oppose,NA,1206
946,palestine,1,very bad,much worse,oppose,NA,1207
1195,palestine,1,very bad,much worse,accept,NA,1208
43,palestine,1,very bad,much worse,accept,NA,1209
752,palestine,1,very bad,much worse,oppose,NA,1210
582,palestine,1,very bad,much worse,accept,NA,1211
1121,palestine,1,very bad,much worse,oppose,NA,1212
968,palestine,1,very bad,much worse,oppose,NA,1213
1065,palestine,1,very bad,much worse,oppose,NA,1214
858,palestine,1,very bad,much worse,oppose,NA,1215
813,palestine,1,very bad,much worse,accept,NA,1216
130,palestine,1,very bad,much worse,oppose,NA,1217
280,palestine,1,very bad,much worse,oppose,NA,1218
695,palestine,1,very bad,much worse,oppose,NA,1219
41,palestine,1,very bad,much worse,oppose,NA,1220
10,palestine,1,very bad,much worse,oppose,NA,1221
210,palestine,1,very bad,much worse,accept,NA,1222
905,palestine,1,very bad,much worse,oppose,NA,1223
19,palestine,1,very bad,much worse,oppose,NA,1224
907,palestine,1,very bad,much worse,accept,NA,1225
515,palestine,1,very bad,much worse,NA,NA,1226
200,palestine,1,very bad,much worse,accept,NA,1227
544,palestine,1,very bad,much worse,oppose,NA,1228
863,palestine,1,very bad,much worse,accept,NA,1229
462,palestine,1,very bad,much worse,oppose,NA,1230
431,palestine,1,very bad,NA,accept,NA,1231
598,palestine,1,very bad,NA,oppose,NA,1232
721,palestine,1,very bad,NA,oppose,NA,1233
1026,palestine,1,very bad,NA,oppose,NA,1234
1169,palestine,1,very bad,NA,oppose,NA,1235
967,palestine,1,very bad,NA,oppose,NA,1236
519,palestine,1,very bad,NA,oppose,NA,1237
973,palestine,1,very bad,NA,oppose,NA,1238
1243,palestine,1,very bad,NA,oppose,NA,1239
367,palestine,1,very bad,NA,oppose,NA,1240
430,palestine,1,very bad,NA,oppose,NA,1241
982,palestine,1,very bad,NA,NA,NA,1242
722,palestine,1,very bad,NA,oppose,NA,1243
959,palestine,1,very bad,NA,oppose,NA,1244
418,palestine,1,very bad,NA,oppose,NA,1245
176,palestine,1,very bad,NA,oppose,NA,1246
1246,palestine,1,very bad,NA,oppose,NA,1247
271,palestine,1,very bad,NA,oppose,NA,1248
826,palestine,1,very bad,NA,NA,NA,1249
246,palestine,1,very bad,NA,oppose,NA,1250
145,palestine,1,very bad,NA,NA,NA,1251
1036,palestine,1,very bad,NA,oppose,NA,1252
300,palestine,1,very bad,NA,accept,NA,1253
282,palestine,1,very bad,NA,NA,NA,1254
871,palestine,1,very bad,NA,oppose,NA,1255
1242,palestine,1,very bad,NA,accept,NA,1256
341,palestine,1,very bad,NA,NA,NA,1257
1082,palestine,1,very bad,NA,accept,NA,1258
1167,palestine,1,very bad,NA,oppose,NA,1259
1211,palestine,1,very bad,NA,accept,NA,1260
429,palestine,1,very bad,NA,oppose,NA,1261
845,palestine,1,very bad,NA,oppose,NA,1262
996,palestine,1,very bad,NA,oppose,NA,1263
291,palestine,1,very bad,NA,oppose,NA,1264
933,palestine,1,very bad,NA,accept,NA,1265
1251,palestine,1,very bad,NA,accept,NA,1266
1193,palestine,1,very bad,NA,accept,NA,1267
411,palestine,1,very bad,NA,oppose,NA,1268
396,palestine,1,very bad,NA,oppose,NA,1269
1028,palestine,1,NA,almost the same as the current situation,accept,NA,1270
1,15. Palestine,2,very bad,somewhat worse,NA,West Bank,1271
2,15. Palestine,2,good,much worse,oppose,West Bank,1272
3,15. Palestine,2,bad,much worse,accept,West Bank,1273
4,15. Palestine,2,bad,NA,oppose,West Bank,1274
5,15. Palestine,2,very bad,much worse,oppose,West Bank,1275
6,15. Palestine,2,bad,much better,oppose,West Bank,1276
7,15. Palestine,2,very bad,much worse,oppose,West Bank,1277
8,15. Palestine,2,bad,much worse,oppose,West Bank,1278
9,15. Palestine,2,very bad,somewhat worse,oppose,West Bank,1279
10,15. Palestine,2,good,NA,oppose,West Bank,1280
11,15. Palestine,2,bad,much worse,oppose,West Bank,1281
12,15. Palestine,2,good,somewhat better,oppose,West Bank,1282
13,15. Palestine,2,very bad,somewhat better,accept,West Bank,1283
14,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1284
15,15. Palestine,2,good,somewhat better,accept,West Bank,1285
16,15. Palestine,2,bad,much worse,oppose,West Bank,1286
17,15. Palestine,2,good,somewhat worse,oppose,West Bank,1287
18,15. Palestine,2,bad,somewhat better,oppose,West Bank,1288
19,15. Palestine,2,bad,somewhat worse,oppose,West Bank,1289
20,15. Palestine,2,very bad,somewhat worse,oppose,West Bank,1290
21,15. Palestine,2,bad,much worse,oppose,West Bank,1291
22,15. Palestine,2,bad,much worse,oppose,West Bank,1292
23,15. Palestine,2,bad,much worse,oppose,West Bank,1293
24,15. Palestine,2,good,NA,oppose,West Bank,1294
25,15. Palestine,2,good,NA,accept,West Bank,1295
26,15. Palestine,2,good,NA,oppose,West Bank,1296
27,15. Palestine,2,bad,almost the same as the current situation,accept,West Bank,1297
28,15. Palestine,2,good,somewhat better,oppose,West Bank,1298
29,15. Palestine,2,bad,NA,oppose,West Bank,1299
30,15. Palestine,2,very bad,almost the same as the current situation,oppose,West Bank,1300
31,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1301
32,15. Palestine,2,bad,almost the same as the current situation,oppose,West Bank,1302
33,15. Palestine,2,good,NA,oppose,West Bank,1303
34,15. Palestine,2,very bad,somewhat better,oppose,West Bank,1304
35,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1305
36,15. Palestine,2,good,somewhat worse,oppose,West Bank,1306
37,15. Palestine,2,bad,somewhat better,oppose,West Bank,1307
38,15. Palestine,2,bad,somewhat worse,oppose,West Bank,1308
39,15. Palestine,2,good,much better,oppose,West Bank,1309
40,15. Palestine,2,good,much worse,oppose,West Bank,1310
41,15. Palestine,2,good,somewhat worse,oppose,West Bank,1311
42,15. Palestine,2,bad,much better,accept,West Bank,1312
43,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1313
44,15. Palestine,2,bad,somewhat better,oppose,West Bank,1314
45,15. Palestine,2,very bad,somewhat worse,oppose,West Bank,1315
46,15. Palestine,2,good,much worse,oppose,West Bank,1316
47,15. Palestine,2,very bad,NA,accept,West Bank,1317
48,15. Palestine,2,good,much better,accept,West Bank,1318
49,15. Palestine,2,good,somewhat worse,oppose,West Bank,1319
50,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1320
51,15. Palestine,2,very bad,somewhat better,accept,West Bank,1321
52,15. Palestine,2,very bad,somewhat better,NA,West Bank,1322
53,15. Palestine,2,bad,almost the same as the current situation,NA,West Bank,1323
54,15. Palestine,2,good,somewhat worse,oppose,West Bank,1324
55,15. Palestine,2,bad,NA,oppose,West Bank,1325
56,15. Palestine,2,bad,somewhat worse,oppose,West Bank,1326
57,15. Palestine,2,good,much worse,oppose,West Bank,1327
58,15. Palestine,2,very bad,NA,oppose,West Bank,1328
59,15. Palestine,2,very bad,somewhat worse,oppose,West Bank,1329
60,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1330
61,15. Palestine,2,good,somewhat better,accept,West Bank,1331
62,15. Palestine,2,very bad,NA,NA,West Bank,1332
63,15. Palestine,2,good,somewhat better,accept,West Bank,1333
64,15. Palestine,2,bad,somewhat better,oppose,West Bank,1334
65,15. Palestine,2,good,somewhat better,accept,West Bank,1335
66,15. Palestine,2,bad,somewhat worse,oppose,West Bank,1336
67,15. Palestine,2,bad,somewhat worse,oppose,West Bank,1337
68,15. Palestine,2,bad,somewhat better,oppose,West Bank,1338
69,15. Palestine,2,very bad,much worse,oppose,West Bank,1339
70,15. Palestine,2,bad,somewhat better,oppose,West Bank,1340
71,15. Palestine,2,bad,somewhat worse,oppose,West Bank,1341
72,15. Palestine,2,good,much worse,NA,West Bank,1342
73,15. Palestine,2,bad,almost the same as the current situation,accept,West Bank,1343
74,15. Palestine,2,bad,somewhat better,oppose,West Bank,1344
75,15. Palestine,2,bad,somewhat better,oppose,West Bank,1345
76,15. Palestine,2,very bad,somewhat worse,oppose,West Bank,1346
77,15. Palestine,2,very bad,somewhat better,accept,West Bank,1347
78,15. Palestine,2,very bad,almost the same as the current situation,oppose,West Bank,1348
79,15. Palestine,2,very bad,somewhat worse,oppose,West Bank,1349
80,15. Palestine,2,bad,somewhat better,oppose,West Bank,1350
81,15. Palestine,2,bad,somewhat better,accept,West Bank,1351
82,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1352
83,15. Palestine,2,good,somewhat better,oppose,West Bank,1353
84,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1354
85,15. Palestine,2,bad,somewhat worse,oppose,West Bank,1355
86,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1356
87,15. Palestine,2,good,somewhat better,oppose,West Bank,1357
88,15. Palestine,2,bad,NA,oppose,West Bank,1358
89,15. Palestine,2,bad,somewhat better,oppose,West Bank,1359
90,15. Palestine,2,bad,somewhat better,oppose,West Bank,1360
91,15. Palestine,2,good,somewhat worse,oppose,West Bank,1361
92,15. Palestine,2,very good,much better,oppose,West Bank,1362
93,15. Palestine,2,bad,somewhat better,oppose,West Bank,1363
94,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1364
95,15. Palestine,2,very bad,much worse,oppose,West Bank,1365
96,15. Palestine,2,good,somewhat worse,accept,West Bank,1366
97,15. Palestine,2,good,somewhat better,oppose,West Bank,1367
98,15. Palestine,2,good,somewhat worse,oppose,West Bank,1368
99,15. Palestine,2,very bad,somewhat better,oppose,West Bank,1369
100,15. Palestine,2,bad,somewhat worse,oppose,West Bank,1370
101,15. Palestine,2,bad,much worse,oppose,West Bank,1371
102,15. Palestine,2,bad,almost the same as the current situation,oppose,West Bank,1372
103,15. Palestine,2,bad,somewhat better,oppose,West Bank,1373
104,15. Palestine,2,bad,almost the same as the current situation,oppose,West Bank,1374
105,15. Palestine,2,good,somewhat better,accept,West Bank,1375
106,15. Palestine,2,bad,almost the same as the current situation,oppose,West Bank,1376
107,15. Palestine,2,good,NA,oppose,West Bank,1377
108,15. Palestine,2,good,somewhat better,oppose,West Bank,1378
109,15. Palestine,2,bad,somewhat better,oppose,West Bank,1379
110,15. Palestine,2,good,somewhat better,oppose,West Bank,1380
111,15. Palestine,2,very bad,somewhat worse,accept,West Bank,1381
112,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1382
113,15. Palestine,2,very bad,much worse,oppose,West Bank,1383
114,15. Palestine,2,bad,somewhat better,oppose,West Bank,1384
115,15. Palestine,2,bad,somewhat better,oppose,West Bank,1385
116,15. Palestine,2,bad,somewhat better,oppose,West Bank,1386
117,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1387
118,15. Palestine,2,very bad,almost the same as the current situation,oppose,West Bank,1388
119,15. Palestine,2,good,somewhat better,oppose,West Bank,1389
120,15. Palestine,2,very bad,much worse,oppose,West Bank,1390
121,15. Palestine,2,bad,somewhat worse,oppose,West Bank,1391
122,15. Palestine,2,good,somewhat better,oppose,West Bank,1392
123,15. Palestine,2,bad,NA,oppose,West Bank,1393
124,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1394
125,15. Palestine,2,bad,somewhat worse,oppose,West Bank,1395
126,15. Palestine,2,bad,NA,oppose,West Bank,1396
127,15. Palestine,2,very bad,much worse,oppose,West Bank,1397
128,15. Palestine,2,good,somewhat better,oppose,West Bank,1398
129,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1399
130,15. Palestine,2,bad,almost the same as the current situation,oppose,West Bank,1400
131,15. Palestine,2,bad,almost the same as the current situation,NA,West Bank,1401
132,15. Palestine,2,very bad,almost the same as the current situation,accept,West Bank,1402
133,15. Palestine,2,good,somewhat worse,accept,West Bank,1403
134,15. Palestine,2,good,somewhat better,oppose,West Bank,1404
135,15. Palestine,2,bad,somewhat better,accept,West Bank,1405
136,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1406
137,15. Palestine,2,bad,almost the same as the current situation,accept,West Bank,1407
138,15. Palestine,2,good,somewhat better,accept,West Bank,1408
139,15. Palestine,2,good,NA,accept,West Bank,1409
140,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1410
141,15. Palestine,2,very bad,much worse,accept,West Bank,1411
142,15. Palestine,2,good,somewhat better,oppose,West Bank,1412
143,15. Palestine,2,very bad,much worse,accept,West Bank,1413
144,15. Palestine,2,good,somewhat better,oppose,West Bank,1414
145,15. Palestine,2,good,somewhat better,oppose,West Bank,1415
146,15. Palestine,2,good,somewhat worse,oppose,West Bank,1416
147,15. Palestine,2,bad,much worse,oppose,West Bank,1417
148,15. Palestine,2,very bad,almost the same as the current situation,oppose,West Bank,1418
149,15. Palestine,2,good,somewhat better,oppose,West Bank,1419
150,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1420
151,15. Palestine,2,bad,almost the same as the current situation,oppose,West Bank,1421
152,15. Palestine,2,very bad,somewhat worse,oppose,West Bank,1422
153,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1423
154,15. Palestine,2,bad,somewhat better,oppose,West Bank,1424
155,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1425
156,15. Palestine,2,very good,much better,oppose,West Bank,1426
157,15. Palestine,2,bad,almost the same as the current situation,oppose,West Bank,1427
158,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1428
159,15. Palestine,2,bad,NA,accept,West Bank,1429
160,15. Palestine,2,good,somewhat better,NA,West Bank,1430
161,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1431
162,15. Palestine,2,bad,almost the same as the current situation,oppose,West Bank,1432
163,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1433
164,15. Palestine,2,good,NA,oppose,West Bank,1434
165,15. Palestine,2,good,almost the same as the current situation,oppose,West Bank,1435
166,15. Palestine,2,good,somewhat worse,accept,West Bank,1436
167,15. Palestine,2,good,somewhat better,oppose,West Bank,1437
168,15. Palestine,2,good,somewhat better,oppose,West Bank,1438
169,15. Palestine,2,bad,almost the same as the current situation,oppose,West Bank,1439
170,15. Palestine,2,good,NA,accept,West Bank,1440
171,15. Palestine,2,good,NA,oppose,West Bank,1441
